property_id,roof_data_date,street,city,state,zip,full_address,visual_score,detection_types,detections,image_ref,all_sales,relevant_sale_date,relevant_sale_amount
131351,2019-01-04T05:23:46.307-08:00,30009 LAKESHORE BLVD,WILLOWICK,OH,44095,"30009 LAKESHORE BLVD, WILLOWICK, OH 44095",92.86118294536405,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Gable,Low,""Asphalt Shingle"",None,Undamaged,None,""No Swimming Pool"",None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131351/qvmoUkAuH.jpeg,[],null,null
131366,2019-01-04T05:23:47.252-08:00,2325 S IRBY ST,FLORENCE,SC,29505,"2325 S IRBY ST, FLORENCE, SC 29505",99.71570377673383,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,EPDM,None,Undamaged,None,""No Swimming Pool"",None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131366/895rnSQB4.jpeg,[],null,null
131353,2019-01-04T05:23:47.276-08:00,107 - 109 NORTH 3RD STREET,MURRAY,KY,42071,"107 - 109 NORTH 3RD STREET, MURRAY, KY 42071",55.00417085602035,"{damage,rust,pool,staining,wear,patching,debris,shape,overhang,material,material,ponding}","{Undamaged,None,""No Swimming Pool"",Minor,Probable,Moderate,None,Flat,None,EPDM,""Roof Coating"",None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131353/ApRGck5Zf.jpeg,[],null,null
131365,2019-01-04T05:23:47.302-08:00,5 1/2 GRANT STREET,TAUNTON,MA,02780,"5 1/2 GRANT STREET, TAUNTON, MA 02780",10.512376233649682,"{overhang,material,ponding,damage,pool,staining,rust,patching,wear,debris,shape,shape}","{Low,""Asphalt Shingle"",None,Damaged,""No Swimming Pool"",None,None,Moderate,No,None,Flat,Gable}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131365/-cYvKXL38.jpeg,[],null,null
131367,2019-01-04T05:23:47.417-08:00,300 S HERSHEY RD,HARRISBURG,PA,17112,"300 S HERSHEY RD, HARRISBURG, PA 17112",55.00417085602035,"{rust,damage,ponding,material,material,overhang,shape,shape,debris,patching,wear,staining,pool}","{None,Undamaged,None,""Metal Panel"",""Asphalt Shingle"",None,Gable,Flat,None,Moderate,Probable,Minor,""No Swimming Pool""}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131367/0tXLq2BSm.jpeg,"[{'salesearchdate': '2017-2-9', 'saleTransDate': '2017-2-9', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000004633', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131361,2019-01-04T05:23:47.679-08:00,451 COLDSPRING RD,FAYETTEVILLE,PA,17222,"451 COLDSPRING RD, FAYETTEVILLE, PA 17222",89.58406610011673,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{""Partial Hip"",Low,""Asphalt Shingle"",None,Undamaged,None,""No Swimming Pool"",Minor,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131361/CpXqZaVo0.jpeg,"[{'salesearchdate': '2015-1-23', 'saleTransDate': '2015-1-23', 'amount': {'saleamt': 181000, 'salecode': 'Estimated Sale Price', 'salerecdate': '2015-2-3', 'saledisclosuretype': 0, 'saledocnum': '0000001917', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 147}}]",null,null
131362,2019-01-04T05:23:48.181-08:00,1409 SOLDIERS HOME-WEST,Dayton,OH,45417,"1409 SOLDIERS HOME-WEST, Dayton, OH 45417",7.4490596928,"{ponding,damage,rust,pool,staining,wear,patching,debris,material,shape,overhang}","{None,Damaged,None,""No Swimming Pool"",Minor,Probable,Moderate,None,""Asphalt Shingle"",Gable,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131362/P8oIq15rs.jpeg,[],null,null
131369,2019-01-04T05:23:48.211-08:00,221 MARKET ST,PORTSMOUTH,OH,45662,"221 MARKET ST, PORTSMOUTH, OH 45662",89.58406610011673,"{shape,overhang,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,Low,Ballasted,None,Undamaged,None,""No Swimming Pool"",Minor,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131369/aexatTFq0.jpeg,"[{'salesearchdate': '2012-10-29', 'saleTransDate': '2012-10-29', 'amount': {'saleamt': 0, 'salerecdate': '2012-11-21', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-9-17', 'saleTransDate': '2009-9-17', 'amount': {'saleamt': 0, 'salerecdate': '2009-9-23', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-9-17', 'saleTransDate': '2009-9-17', 'amount': {'saleamt': 0, 'salerecdate': '2009-9-23', 'saledisclosuretype': 0, 'saledocnum': '2009R6828', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131368,2019-01-04T05:23:48.579-08:00,409 WASHINGTON AVE,GREENVILLE,MS,38701,"409 WASHINGTON AVE, GREENVILLE, MS 38701",92.86118294536405,"{shape,overhang,material,ponding,damage,rust,staining,wear,patching,debris,pool}","{Flat,Low,Built-Up,None,Undamaged,None,None,No,None,None,""No Swimming Pool""}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131368/P9gUrL-Uc.jpeg,[],null,null
131379,2019-01-04T05:23:48.910-08:00,3501 HARVARD AVE,NEWBURGH HEIGHTS,OH,44105,"3501 HARVARD AVE, NEWBURGH HEIGHTS, OH 44105",62.97138683687675,"{patching,shape,overhang,material,ponding,damage,rust,pool,staining,wear,debris}","{Moderate,Flat,None,Built-Up,Moderate,Undamaged,None,""No Swimming Pool"",Minor,No,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131379/OhXRKY0Si.jpeg,[],null,null
131378,2019-01-04T05:23:48.995-08:00,7831 W SYLVANIA AVE,SYLVANIA,OH,43560,"7831 W SYLVANIA AVE, SYLVANIA, OH 43560",46.01113579133988,"{debris,shape,overhang,material,material,ponding,damage,rust,pool,staining,wear,patching}","{None,Gable,Low,""Asphalt Shingle"",""Metal Panel"",None,Undamaged,Moderate,""No Swimming Pool"",Minor,No,Moderate}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131378/QDLwc_bse.jpeg,[],null,null
131375,2019-01-04T05:23:49.455-08:00,2893-2895 UNITED COURT,REYNOLDSBURG,OH,43068,"2893-2895 UNITED COURT, REYNOLDSBURG, OH 43068",96.23759797847491,"{damage,debris,patching,wear,staining,pool,rust,ponding,shape,overhang,material}","{Undamaged,None,None,No,Minor,""No Swimming Pool"",None,None,Gable,None,""Asphalt Shingle""}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131375/hkv0rpocE.jpeg,[],null,null
131374,2019-01-04T05:23:49.766-08:00,1640 MAIN ST,DICKSON CITY,PA,18447,"1640 MAIN ST, DICKSON CITY, PA 18447",96.23759797847491,"{staining,pool,rust,damage,ponding,material,overhang,shape,debris,patching,wear}","{Minor,""No Swimming Pool"",None,Undamaged,None,EPDM,None,Flat,None,None,No}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131374/Tuc5Xebwi.jpeg,[],null,null
131383,2019-01-04T05:23:50.240-08:00,1124 MINOR LN,LOUISVILLE,KY,40219,"1124 MINOR LN, LOUISVILLE, KY 40219",96.23759797847491,"{shape,debris,patching,wear,staining,pool,rust,damage,ponding,material,overhang}","{Gable,None,None,No,Minor,""No Swimming Pool"",None,Undamaged,None,""Asphalt Shingle"",None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131383/apjna0KAB.jpeg,"[{'salesearchdate': '2017-4-28', 'saleTransDate': '2017-4-28', 'amount': {'saleamt': 122000, 'salerecdate': '2017-5-3', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-12-27', 'saleTransDate': '2012-12-27', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0131820726', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131385,2019-01-04T05:23:50.551-08:00,4946-A REIDLAND ROAD,PADUCAH,KY,42003,"4946-A REIDLAND ROAD, PADUCAH, KY 42003",73.23195019750001,"{shape,overhang,material,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Gable,None,""Asphalt Shingle"",""Metal Panel"",None,Undamaged,None,""Swimming Pool"",Minor,No,Moderate,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131385/gnU_J-qgx.jpeg,[],null,null
131387,2019-01-04T05:23:51.137-08:00,434-436 E MAIN ST,BOWLING GREEN,KY,42102,"434-436 E MAIN ST, BOWLING GREEN, KY 42102",99.71570377673383,"{pool,shape,overhang,material,ponding,damage,rust,staining,wear,patching,debris}","{""No Swimming Pool"",Flat,None,EPDM,None,Undamaged,None,None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131387/t-MdDsGYw.jpeg,[],null,null
131390,2019-01-04T05:23:51.271-08:00,7140 HWY 59 W,BURLISON,TN,38015,"7140 HWY 59 W, BURLISON, TN 38015",34.47270872518533,"{rust,pool,staining,wear,shape,patching,overhang,material,debris,ponding,damage}","{Major,""No Swimming Pool"",Minor,No,Flat,Moderate,None,""Metal Panel"",None,None,Undamaged}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131390/w0oHJJeev.jpeg,"[{'salesearchdate': '2017-1-31', 'saleTransDate': '2017-1-31', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '17111117', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-12-30', 'saleTransDate': '2016-12-30', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '1709688', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-1-18', 'saleTransDate': '2012-1-18', 'amount': {'saleamt': 300000, 'salerecdate': '2012-1-19', 'saledisclosuretype': 0, 'saledocnum': '1538687', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 76}}, {'salesearchdate': '2008-8-27', 'saleTransDate': '2008-8-27', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '1411161', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2006-11-8', 'saleTransDate': '2006-11-8', 'amount': {'saleamt': 150000, 'salerecdate': '2006-11-13', 'saledisclosuretype': 0, 'saledocnum': '13105', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 38}}, {'salesearchdate': '2006-3-24', 'saleTransDate': '2006-3-24', 'amount': {'saleamt': 138735, 'salerecdate': '2006-3-24', 'saledisclosuretype': 0, 'saledocnum': '1265898', 'saletranstype': 'REO (Transfer to Lender)'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 35}}, {'salesearchdate': '2005-4-4', 'saleTransDate': '2005-4-4', 'amount': {'saleamt': 0, 'salerecdate': '2005-7-12', 'saledisclosuretype': 0, 'saledocnum': '1216119', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131391,2019-01-04T05:23:51.310-08:00,704 N 6TH ST,IRONTON,OH,45638,"704 N 6TH ST, IRONTON, OH 45638",92.86118294536405,"{shape,debris,patching,wear,overhang,shape,staining,pool,rust,damage,ponding,material}","{Flat,Moderate,None,No,None,Gable,None,""No Swimming Pool"",None,Undamaged,None,Built-Up}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131391/4pm5B7q3k.jpeg,[],null,null
131395,2019-01-04T05:23:52.121-08:00,2210 ALLEN DRIVE,SALISBURY,MD,21802,"2210 ALLEN DRIVE, SALISBURY, MD 21802",76.00382175969976,"{rust,pool,staining,shape,patching,debris,wear,material,overhang,ponding,damage}","{None,""No Swimming Pool"",None,Flat,Moderate,None,No,EPDM,None,None,Undamaged}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131395/XssmKEOlO.jpeg,"[{'salesearchdate': '2010-1-4', 'saleTransDate': '2010-1-4', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0031520139', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-2-12', 'saleTransDate': '2009-2-12', 'amount': {'saleamt': 0, 'salerecdate': '2009-2-17', 'saledisclosuretype': 0, 'saledocnum': '0030050300', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131397,2019-01-04T05:23:52.420-08:00,333 CENTREVILLE AVE,BELLEVILLE,IL,62220,"333 CENTREVILLE AVE, BELLEVILLE, IL 62220",99.71570377673383,"{shape,overhang,material,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Gable,None,""Asphalt Shingle"",EPDM,None,Undamaged,None,""No Swimming Pool"",None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131397/ASWwyztXu.jpeg,[],null,null
131398,2019-01-04T05:23:52.429-08:00,610 N ILLINOIS STREET,CARBONDALE,IL,62901,"610 N ILLINOIS STREET, CARBONDALE, IL 62901",83.31836850866793,"{staining,patching,overhang,shape,wear,pool,rust,damage,ponding,material,debris}","{Minor,None,None,Flat,No,""No Swimming Pool"",None,Undamaged,Moderate,EPDM,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131398/Dj-qgcs6g.jpeg,[],null,null
131405,2019-01-04T05:23:52.434-08:00,2660 SETTER CT NW,LANCASTER,OH,43130,"2660 SETTER CT NW, LANCASTER, OH 43130",55.00417085602035,"{ponding,material,material,overhang,shape,debris,patching,wear,staining,pool,rust,damage}","{None,""Roof Coating"",""Asphalt Shingle"",None,Flat,None,Moderate,Probable,Minor,""No Swimming Pool"",None,Undamaged}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131405/MqTvZfaLZ.jpeg,"[{'salesearchdate': '2015-6-26', 'saleTransDate': '2015-6-26', 'amount': {'saleamt': 105000, 'salerecdate': '2015-6-29', 'saledisclosuretype': 0, 'saledocnum': '0000010921', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 21}}, {'salesearchdate': '2005-2-25', 'saleTransDate': '2005-2-25', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000005712', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2005-2-25', 'saleTransDate': '2005-2-25', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000007436', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131400,2019-01-04T05:23:53.295-08:00,3535 SULLIVANT AVE,COLUMBUS,OH,43228,"3535 SULLIVANT AVE, COLUMBUS, OH 43228",16.825524613657805,"{shape,overhang,material,material,ponding,damage,rust,pool,staining,wear,patching,debris}","{Flat,None,Built-Up,EPDM,None,Damaged,None,""No Swimming Pool"",None,No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131400/zpGV11mUa.jpeg,"[{'salesearchdate': '2011-6-10', 'saleTransDate': '2011-6-10', 'amount': {'saleamt': 0, 'salerecdate': '2011-6-14', 'saledisclosuretype': 0, 'saledocnum': '0000074303', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131404,2019-01-04T05:23:53.297-08:00,8109 CAMARGO RD,CINCINNATI,OH,45243,"8109 CAMARGO RD, CINCINNATI, OH 45243",99.71570377673383,"{ponding,material,overhang,material,shape,debris,patching,wear,staining,pool,rust,damage}","{None,PVC/TPO,None,EPDM,Flat,None,None,No,None,""No Swimming Pool"",None,Undamaged}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131404/FPbO_cf9k.jpeg,"[{'salesearchdate': '2016-12-30', 'saleTransDate': '2016-12-30', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000000761', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-7-27', 'saleTransDate': '2007-7-27', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000117924', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-7-27', 'saleTransDate': '2007-7-27', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000117927', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]",null,null
131407,2019-01-04T05:23:53.301-08:00,601 E LOCKWOOD AVE,WEBSTER GROVES,MO,63119,"601 E LOCKWOOD AVE, WEBSTER GROVES, MO 63119",48.861224116813325,"{staining,shape,overhang,material,ponding,damage,rust,pool,wear,patching,debris}","{None,Flat,None,""Roof Coating"",Major,Undamaged,None,""No Swimming Pool"",No,None,None}",https://s3-us-west-2.amazonaws.com/prod-betterview/masked/static/131407/pshzDAyb6.jpeg,[],null,null
